lanes,sweet_f_GHz,Compute_PF,I256_roof_PF,I256_real_PF,PerfW_I256_lin_TFperW,PerfW_I256_sq_TFperW,SKU
1,0.3,0.289406976,0.11534336000000002,0.11534336000000002,0.6461812885154062,0.9078580086580088,V1-D_DDR
2,0.3,0.578813952,0.11534336000000002,0.11534336000000002,0.6461812885154062,0.9078580086580088,V1-D_DDR
1,0.6,1.13246208,1.088,1.088,2.279619047619048,3.0580255516840884,V1-H_HBM
2,0.3,1.13246208,1.088,1.088,3.166137566137566,4.41475519785379,V1-H_HBM
